SEMA-Sözeri-1030526724-3,997-9-1-2-K
BERFİN-Korol-1030525711-1,828-5394-1351-2-K
ŞERİFE-Kutlay-1030527021-1,828-5395-1352-2-K
AŞİYAN-Kunt-1030526437-1,826-5402-1353-2-K
AYFER-Kulaksızoğlu-1030526346-1,824-5404-1354-2-K
TEVFİK-Tuğluk-1030525996-1,82-5416-1355-2-E
NERGİS-Öztonga-1030526784-1,819-5417-1356-2-K
CEYLAN-Sarıoğlu-1030525875-1,814-5425-1357-2-K
FULYA-Ertürk-1030525472-1,812-5429-1358-2-K
FATMA-Beşerler-1030525603-1,812-5430-1359-2-K
SUZAN-Başoğlu-1030526619-1,81-5431-1360-2-K
NUR-Akgül-1030525258-1,808-5432-1361-2-K
GÜLNAZ-Barbarosoğlu-1030525419-1,806-5435-1362-2-K
HANDAN-Atakol-1030525045-1,805-5439-1363-2-K
EFEKAN-Karaer-1030525015-1,804-5444-1364-2-E
İPEK-Hamzaoğlu-1030525034-1,804-5445-1365-2-K
TAYFUR-Türkyılmaz-1030525599-1,804-5446-1366-2-E
MEHTAP-Sepetçi-1030525483-1,803-5450-1367-2-K
HALDUN-Poçan-1030525553-1,801-5451-1368-2-E
KADİR-Çetin-1030526187-1,796-5458-1369-2-E
FURKAN-Polat-1030527190-1,792-5467-1370-2-E
ERTAN-Ertepınar-1030525150-1,79-5471-1371-2-E
ÇAĞRI-Doğan -1030526201-1,788-5477-1372-2-E
EMRULLAH-Balaban-1030525044-1,787-5481-1373-2-E
ARİF-Ertürk-1030525529-1,785-5488-1374-2-E
CEYDA-Velioğlu-1030525794-1,785-5489-1375-2-K
ADİLE-Kutlay-1030525114-1,784-5493-1376-2-K
EFE-Öztonga-1030525397-1,78-5500-1377-2-E
ERDEM-Hamzaoğlu-1030526738-1,778-5507-1378-2-E
DAMLA-Düşenkalkar-1030526301-1,776-5509-1379-2-K
TEVFİK-Düşenkalkar-1030527396-1,776-5510-1380-2-E
FULYA-Paksüt-1030525983-1,773-5516-1381-2-K
VEYSEL-Gönültaş-1030526296-1,772-5518-1382-2-E
AKIN-Karaböcek-1030525019-1,77-5523-1383-2-E
HALDUN-Atakol-1030527250-1,767-5528-1384-2-E
HAMZA-Abacı-1030526121-1,766-5530-1385-2-E
ENİSE-Avan-1030527477-1,765-5533-1386-2-K
FAİK-Çetiner-1030525597-1,762-5538-1387-2-E
ERSİN-Mertoğlu-1030526853-1,762-5539-1388-2-E
ALİME-Karaböcek-1030525201-1,761-5542-1389-2-K
FATİH-Kurutluoğlu-1030525819-1,761-5543-1390-2-E
SEYYİD-Pekkan-1030526015-1,761-5544-1391-2-E
CÜNEYT-Aybar-1030527165-1,761-5545-1392-2-E
ELÇİN-Beşerler-1030525372-1,76-5547-1393-2-K
AFŞIN-Aşıkoğlu-1030526451-1,758-5553-1394-2-E
İREM-Arıcan-1030526175-1,755-5560-1395-2-K
TUNA-Körmükçü-1030525588-1,754-5563-1396-2-E
GÜNER-Demirbaş-1030526408-1,749-5570-1397-2-K
GÜLDİDE-Yeşilkaya-1030526446-1,749-5571-1398-2-K
EFEKAN-Atan-1030526549-1,749-5572-1399-2-E
VEYSEL-Velioğlu-1030525162-1,746-5578-1400-2-E
MÜGE-Sezek-1030526680-1,745-5583-1401-2-K
EFEKAN-Ertürk-1030526946-1,745-5584-1402-2-E
HAKAN-Doğan -1030525851-1,743-5589-1403-2-E
FİKRET-Kurutluoğlu-1030526758-1,743-5590-1404-2-E
ESRA-Balaban-1030527459-1,742-5596-1405-2-K
ŞULE-Arslanoğlu-1030526537-1,74-5600-1406-2-K
YUNUSHAN-Numanoğlu-1030525315-1,737-5611-1407-2-E
SELİM-Arıcan-1030525776-1,737-5612-1408-2-E
EMRAH-Mayhoş-1030527453-1,737-5613-1409-2-E
CİVAN-Kavaklıoğlu-1030525200-1,736-5615-1410-2-E
GÜLDESTE-Limoncuoğlu-1030527235-1,736-5616-1411-2-K
YUNUSHAN-Tokgöz-1030526719-1,734-5619-1412-2-E
CEYLİN-Öymen-1030526029-1,731-5628-1413-2-K
FEYZA-Korol-1030525710-1,73-5630-1414-2-K
MUHAMMED-Ertürk-1030526794-1,73-5631-1415-2-E
AHSEN-Özbey-1030526106-1,728-5633-1416-2-K
ESEN-Günday-1030525046-1,726-5639-1417-2-K
NURULLAH-Karaer-1030527053-1,725-5642-1418-2-E
BARAN-Alyanak-1030525323-1,724-5646-1419-2-E
SULTAN-Küçükler-1030526412-1,719-5654-1420-2-K
DOĞAN-Sezek-1030525381-1,712-5663-1421-2-E
ONUR-Adıvar-1030525308-1,711-5665-1422-2-E
İPEK-Çatalbaş-1030525321-1,708-5671-1423-2-K
NAZ-Oraloğlu-1030527470-1,707-5673-1424-2-K
SAMET-Doğan -1030527333-1,705-5679-1425-2-E
TEVFİK-Yıldırım -1030525086-1,704-5684-1426-2-E
UTKU-Akışık-1030526509-1,703-5687-1427-2-E
HASAN-Sandalcı-1030526843-1,702-5691-1428-2-E
SİBEL-Alyanak-1030527168-1,701-5695-1429-2-K
FADİME-Çamdalı-1030525182-1,699-5700-1430-2-K
UĞUR-Erkekli-1030526928-1,696-5709-1431-2-E
SİNEM-Akar -1030527027-1,696-5710-1432-2-K
HÜMEYRA-Akışık-1030526506-1,695-5713-1433-2-K
HALİME-Polat-1030526334-1,692-5717-1434-2-K
TUNA-Evliyaoğlu-1030525127-1,688-5725-1435-2-E
ÖZKAN-Adal-1030525424-1,688-5726-1436-2-E
İBRAHİM-Akbulut-1030526948-1,688-5727-1437-2-E
SIRRI-Tuğlu-1030525530-1,687-5730-1438-2-E
BERKAN-Tüzün-1030527000-1,686-5734-1439-2-E
MAHMURE-Akyürek-1030526517-1,684-5735-1440-2-K
ELİF-Koçoğlu-1030527495-1,681-5742-1441-2-K
SAMİ-Kumcuoğlu-1030525405-1,674-5754-1442-2-E
CEYLAN-Ilıcalı-1030526012-1,673-5756-1443-2-K
EREN-Topçuoğlu-1030526872-1,673-5757-1444-2-E
DUYGU-Özdenak-1030525346-1,672-5761-1445-2-K
ILGIN-Denkel-1030525705-1,671-5762-1446-2-K
CİVAN-Keçeci-1030526793-1,671-5763-1447-2-E
HAMZA-Küçükler-1030526251-1,67-5764-1448-2-E
ESRA-Tütüncü-1030526333-1,67-5765-1449-2-K
OSMAN-Arıcan-1030525569-1,668-5769-1450-2-E
MEHMET-Ertürk-1030526911-1,667-5772-1451-2-E
GAYE-Özbir-1030527035-1,664-5779-1452-2-K
DUYGU-Kaya -1030525376-1,662-5783-1453-2-K
BAŞARAN-Aşıkoğlu-1030526374-1,66-5790-1454-2-E
GÜNAY-Oraloğlu-1030526910-1,66-5791-1455-2-K
ALİ-Avan-1030525047-1,659-5794-1456-2-E
VOLKAN-Tokgöz-1030525756-1,658-5797-1457-2-E
EFE-Velioğlu-1030526452-1,656-5799-1458-2-E
CANSU-Günday-1030527055-1,65-5806-1459-2-K
EMRE-Tokatlıoğlu-1030526604-1,649-5809-1460-2-E
FURKAN-Ekici-1030526605-1,649-5810-1461-2-E
SEÇİL-Bakırcıoğlu-1030527466-1,649-5811-1462-2-K
FADİME-Tekand-1030525303-1,648-5815-1463-2-K
EMRE-Karaböcek-1030527010-1,648-5816-1464-2-E
ABDULLAH-Koç-1030525918-1,644-5823-1465-2-E
PELİN-Elçiboğa-1030525763-1,643-5827-1466-2-K
SERGEN-Pekkan-1030526197-1,641-5832-1467-2-E
SELİN-Özbey-1030525917-1,638-5835-1468-2-K
ÇAĞATAY-Tanrıkulu-1030526933-1,638-5836-1469-2-E
YELİZ-Kulaksızoğlu-1030525784-1,636-5843-1470-2-K
CÜNEYT-Paksüt-1030526916-1,635-5847-1471-2-E
SENEM-Hamzaoğlu-1030525508-1,634-5849-1472-2-K
UĞUR-Körmükçü-1030525927-1,633-5851-1473-2-E
ÇAĞRI-Demirel-1030526504-1,633-5852-1474-2-E
YUNUSHAN-Erberk-1030527363-1,633-5853-1475-2-E
KÜBRA-Sadıklar-1030525300-1,628-5863-1476-2-K
MERVE-Durmaz-1030527305-1,625-5869-1477-2-K
EFEKAN-Samancı-1030525059-1,624-5871-1478-2-E
RECEP-Nalbantoğlu-1030525802-1,624-5872-1479-2-E
İREM-Bademci-1030526368-1,622-5875-1480-2-K
HALDUN-Durak -1030525355-1,616-5887-1481-2-E
ŞEYDA-Akal-1030527285-1,616-5888-1482-2-K
FERDA-Özdoğan-1030525396-1,613-5894-1483-2-K
SEVİL-Durmaz-1030526455-1,613-5895-1484-2-K
HATİCE-Tütüncü-1030527037-1,612-5898-1485-2-K
HALUK-Nebioğlu-1030526148-1,61-5901-1486-2-E
EMRE-Kahveci-1030527492-1,61-5902-1487-2-E
CENGİZ-Kahveci-1030526761-1,609-5905-1488-2-E
VOLKAN-Özgörkey-1030526895-1,609-5906-1489-2-E
SELÇUK-Durak -1030526226-1,607-5910-1490-2-E
GÜLDESTE-Sezek-1030527014-1,607-5911-1491-2-K
MİHRİBAN-Akışık-1030526193-1,606-5913-1492-2-K
ÇAĞATAY-Aclan-1030526336-1,605-5915-1493-2-E
HALDUN-Tokatlıoğlu-1030525707-1,603-5919-1494-2-E
AYSU-Küçükler-1030527067-1,603-5920-1495-2-K
İZZET-Duygulu-1030526702-1,602-5922-1496-2-E
HAKKI-Koçyiğit-1030527083-1,601-5924-1497-2-E
EKREM-Polat-1030525009-1,6-5930-1498-2-E
ONUR-Ağaoğlu-1030525738-1,596-5936-1499-2-E
FERİHA-Erbay-1030526725-1,592-5941-1500-2-K
CANER-Günday-1030525620-1,589-5950-1501-2-E
EYÜP-Paksüt-1030526849-1,587-5954-1502-2-E
HAYAL-Sarıoğlu-1030525896-1,586-5958-1503-2-K
CUMAALİ-Aclan-1030526591-1,584-5962-1504-2-E
CAFER-Poyrazoğlu-1030525493-1,583-5966-1505-2-E
NAZLI-Topçuoğlu-1030525427-1,58-5970-1506-2-K
CİVAN-Limoncuoğlu-1030526215-1,58-5971-1507-2-E
YASEMİN-Çetiner-1030526440-1,58-5972-1508-2-K
VEYSEL-Kahveci-1030525388-1,579-5975-1509-2-E
VEYSEL-Avan-1030526071-1,575-5985-1510-2-E
YÜSRA-Akaydın-1030526994-1,569-6001-1511-2-K
HALİME-Velioğlu-1030525266-1,566-6007-1512-2-K
GAMZE-Aykaç-1030526669-1,562-6016-1513-2-K
BERAT-Topçuoğlu-1030525538-1,561-6021-1514-2-E
TUĞRAN-Korol-1030526841-1,557-6027-1515-2-E
TAHSİN-Süleymanoğlu-1030525128-1,556-6032-1516-2-E
HAMZA-Öymen-1030525726-1,552-6041-1517-2-E
İSMAİL-Koç-1030525604-1,551-6046-1518-2-E
SÜHEYLA-Avan-1030526013-1,551-6047-1519-2-K
HİLMİ-Aykaç-1030526598-1,55-6051-1520-2-E
GÜLNİHAL-Mayhoş-1030526052-1,547-6060-1521-2-K
İLKNUR-Hamzaoğlu-1030526482-1,545-6063-1522-2-K
ÖZGÜR-Ekici-1030526876-1,544-6066-1523-2-E
İSMAİL-Karadaş-1030525299-1,543-6068-1524-2-E
SEZER-Bademci-1030526181-1,542-6070-1525-2-E
SEVDE-Aybar-1030526388-1,542-6071-1526-2-K
KEREM-Arslanoğlu-1030526319-1,54-6078-1527-2-E
METEHAN-Sinanoğlu-1030526679-1,538-6082-1528-2-E
TUĞBA-Bademci-1030525449-1,535-6088-1529-2-K
SEDA-Keçeci-1030526952-1,535-6089-1530-2-K
TUĞRAN-Elmastaşoğlu-1030526397-1,532-6093-1531-2-E
SEYYİD-Ilıcalı-1030526001-1,526-6107-1532-2-E
DİLBERAYELA-Ayverdi-1030527001-1,525-6113-1533-2-K
EDA-Keseroğlu-1030525364-1,522-6122-1534-2-K
MELEK-Tazegül-1030525723-1,522-6123-1535-2-K
EMRE-Kunt-1030527302-1,521-6124-1536-2-E
TOPRAK-Adal-1030526488-1,52-6126-1537-2-E
DERYA-Avan-1030526818-1,518-6132-1538-2-K
SEYYİD-Menemencioğlu-1030526162-1,517-6134-1539-2-E
HÜSEYİN-Elmastaşoğlu-1030526180-1,516-6136-1540-2-E
DENİZ-Tokatlıoğlu-1030526800-1,516-6137-1541-2-E
ESMA-Kutlay-1030527218-1,513-6144-1542-2-K
NAZİK-Alnıaçık-1030525317-1,508-6153-1543-2-K
HALİT-Karaduman-1030525377-1,508-6154-1544-2-E
HALİL-Hamzaoğlu-1030527447-1,508-6155-1545-2-E
HİLMİ-Kılıççı-1030526450-1,507-6158-1546-2-E
SİBEL-Akyürek-1030525226-1,505-6162-1547-2-K
GÜLDİDE-Ayaydın-1030525366-1,505-6163-1548-2-K
GÖKÇE-Özgörkey-1030525957-1,505-6164-1549-2-K
FAHRİ-Sinanoğlu-1030527337-1,503-6166-1550-2-E
İLAYDA-Kumcuoğlu-1030525475-1,502-6168-1551-2-K
GÜNER-Kunter-1030526514-1,502-6169-1552-2-K
ŞEYMA-Arslanoğlu-1030525986-1,501-6170-1553-2-K
MEHTAP-Dalkıran-1030526713-1,5-6172-1554-2-K
GÖKHAN-Solmaz-1030526231-1,499-6177-1555-2-E
İSMAİL-Topçuoğlu-1030526505-1,499-6178-1556-2-E
DİLAVER-Sezek-1030526586-1,499-6179-1557-2-E
ESEN-Tuğlu-1030527065-1,499-6180-1558-2-K
ŞEYDA-Erbay-1030527355-1,499-6181-1559-2-K
ÇINAR-Erdoğan-1030525028-1,497-6186-1560-2-E
SEFANUR-Ilıcalı-1030526929-1,496-6187-1561-2-K
BURHAN-Pektemek-1030526164-1,495-6192-1562-2-E
CUMAALİ-Baykam-1030526094-1,493-6199-1563-2-E
ALİME-Kumcuoğlu-1030527384-1,493-6200-1564-2-K
AŞİYAN-Doğan -1030526692-1,492-6203-1565-2-K
BERFİN-Nebioğlu-1030526840-1,491-6205-1566-2-K
ERTAN-Korol-1030525724-1,488-6215-1567-2-E
HAZAN-Mayhoş-1030526279-1,486-6223-1568-2-K
EMRAH-Aykaç-1030525519-1,48-6237-1569-2-E
BÜŞRA-Egeli-1030525269-1,478-6241-1570-2-K
GONCA-Ozansoy-1030526122-1,478-6242-1571-2-K
FATİH-Yetkiner-1030527136-1,478-6243-1572-2-E
ŞAHİN-Pektemek-1030525700-1,477-6247-1573-2-E
GÜLNAZ-Akman-1030525304-1,476-6249-1574-2-K
GÜLÇİN-Kasapoğlu-1030525517-1,475-6250-1575-2-K
SEMA-Alyanak-1030525898-1,475-6251-1576-2-K
NAZİFE-Egeli-1030526997-1,475-6252-1577-2-K
SÜMEYRA-Akan-1030525496-1,469-6266-1578-2-K
UĞUR-Akışık-1030526561-1,469-6267-1579-2-E
DEFNE-Kurutluoğlu-1030525048-1,468-6269-1580-2-K
BİLGE-Akyüz-1030526222-1,468-6270-1581-2-K
ASLI-Ilıcalı-1030527284-1,466-6274-1582-2-K
HATİCE-Türkdoğan-1030527170-1,464-6280-1583-2-K
HİKMET-Öztonga-1030526145-1,463-6282-1584-2-E
SÜMEYRA-Dağlaroğlu-1030525232-1,462-6283-1585-2-K
FAZIL-Nebioğlu-1030526613-1,46-6288-1586-2-E
NEHİR-Özdoğan-1030525335-1,455-6298-1587-2-K
İNCİ-Avan-1030526533-1,455-6299-1588-2-K
CEYLAN-Balaban-1030526816-1,455-6300-1589-2-K
SALİH-Orbay-1030527261-1,453-6306-1590-2-E
SÜMEYRA-Abadan-1030527209-1,452-6310-1591-2-K
HİLAL-Karabulut-1030527422-1,452-6311-1592-2-K
HALDUN-Türkyılmaz-1030525920-1,45-6315-1593-2-E
NAZİK-Eronat-1030526393-1,45-6316-1594-2-K
ÇAĞRI-Özdoğan-1030526782-1,447-6322-1595-2-E
SEMA-Aykaç-1030526400-1,445-6330-1596-2-K
NURAN-Gönültaş-1030526080-1,444-6331-1597-2-K
FİKRET-Özdenak-1030527391-1,444-6332-1598-2-E
FERİHA-Hamzaoğlu-1030526017-1,442-6336-1599-2-K
MECNUN-Paksüt-1030526525-1,442-6337-1600-2-E
TAHA-Mertoğlu-1030526985-1,442-6338-1601-2-E
AÇELYA-Kumcuoğlu-1030526093-1,441-6339-1602-2-K
AYŞENUR-Yalçın-1030526389-1,441-6340-1603-2-K
SENEM-Adan-1030526036-1,437-6348-1604-2-K
BERRE-Gönültaş-1030526073-1,437-6349-1605-2-K
HİLMİ-Akyüz-1030525414-1,435-6356-1606-2-E
ŞAHİN-Taşlı-1030526497-1,433-6362-1607-2-E
HALİT-Tazegül-1030525833-1,43-6369-1608-2-E
UĞUR-Sinanoğlu-1030527269-1,429-6370-1609-2-E
YEŞİM-Toraman-1030526095-1,424-6380-1610-2-K
HALDUN-Ekşioğlu-1030526068-1,423-6383-1611-2-E
NURAN-Akay-1030526053-1,422-6385-1612-2-K
CANSEL-Özgörkey-1030526217-1,42-6387-1613-2-K
AYFER-Kocabıyık-1030527481-1,42-6388-1614-2-K
MUSA-Aykaç-1030525236-1,419-6390-1615-2-E
İREM-Atakol-1030527461-1,419-6391-1616-2-K
OKTAY-Topaloğlu-1030525544-1,418-6394-1617-2-E
NURAN-Günday-1030526434-1,417-6396-1618-2-K
OKTAY-Abadan-1030525071-1,415-6400-1619-2-E
YUNUS-Keçeci-1030525011-1,412-6412-1620-2-E
NURULLAH-Okur-1030526920-1,412-6413-1621-2-E
HALİME-Pekkan-1030525925-1,41-6417-1622-2-K
GÜLDESTE-Kulaksızoğlu-1030525969-1,409-6419-1623-2-K
SİNEM-Tokatlıoğlu-1030527345-1,409-6420-1624-2-K
NAZ-Tekelioğlu-1030526255-1,404-6432-1625-2-K
KÜBRA-Akyüz-1030526682-1,404-6433-1626-2-K
BUĞRA-Mertoğlu-1030526828-1,404-6434-1627-2-E
SEMA-Ertepınar-1030527370-1,402-6440-1628-2-K
ELÇİN-Beşerler-1030526930-1,401-6445-1629-2-K
PERİHAN-Mayhoş-1030525460-1,395-6457-1630-2-K
HABİBE-Adal-1030527079-1,395-6458-1631-2-K
AYSU-Özdoğan-1030526536-1,389-6468-1632-2-K
SALİH-Sadıklar-1030526571-1,387-6473-1633-2-E
SELİN-Polat-1030525852-1,386-6477-1634-2-K
BATUHAN-Akgül-1030526802-1,386-6478-1635-2-E
HALDUN-Tokgöz-1030525660-1,385-6480-1636-2-E
MELİKE-Ağaoğlu-1030525116-1,383-6484-1637-2-K
MELİKE-Balaban-1030525468-1,383-6485-1638-2-K
İLKNUR-Sezek-1030525744-1,383-6486-1639-2-K
TUNA-Kılıççı-1030527335-1,377-6501-1640-2-E
CENGİZ-Kaya -1030525600-1,376-6507-1641-2-E
SEYİT-Elmastaşoğlu-1030527181-1,376-6508-1642-2-E
OSMAN-Sepetçi-1030525841-1,374-6510-1643-2-E
ALP-Demirbaş-1030526024-1,374-6511-1644-2-E
GAMZE-Körmükçü-1030527300-1,374-6512-1645-2-K
SEÇİL-Pektemek-1030526076-1,373-6516-1646-2-K
SERGEN-Aybar-1030525043-1,372-6519-1647-2-E
SÜMEYRA-Ekici-1030527213-1,372-6520-1648-2-K
GÜLNİHAL-Arıcan-1030525285-1,367-6532-1649-2-K
SEMA-Öymen-1030527129-1,366-6537-1650-2-K
DAMLA-Nalbantoğlu-1030527493-1,365-6540-1651-2-K
VEYSEL-Kılıççı-1030525164-1,364-6544-1652-2-E
NAZİK-Demirbaş-1030526483-1,364-6545-1653-2-K
CANSU-Menemencioğlu-1030527244-1,363-6546-1654-2-K
AHSEN-Karabulut-1030525310-1,36-6552-1655-2-K
UMUT-Erbay-1030526805-1,357-6560-1656-2-E
CANSU-Abacı-1030525532-1,354-6565-1657-2-K
GÜRBÜZ-Polat-1030527219-1,354-6566-1658-2-E
BEGÜM-Arslanoğlu-1030527047-1,353-6568-1659-2-K
KAAN-Karadaş-1030526490-1,351-6570-1660-2-E
EYÜP-Kunt-1030527315-1,35-6574-1661-2-E
YÜSRA-Bademci-1030526857-1,348-6581-1662-2-K
ÖZGÜR-Kurutluoğlu-1030525675-1,347-6582-1663-2-E
İLYA-Sinanoğlu-1030526593-1,345-6589-1664-2-K
ECE-Akyürek-1030527131-1,344-6592-1665-2-K
ESEN-Mayhoş-1030527467-1,344-6593-1666-2-K
HAYAL-Sadıklar-1030525287-1,342-6600-1667-2-K
RAMAZAN-Sarıoğlu-1030527186-1,341-6602-1668-2-E
BAŞAK-Akyürek-1030525373-1,34-6604-1669-2-K
VEHBİ-Kunt-1030526111-1,34-6605-1670-2-E
HALDUN-Sözeri-1030526926-1,339-6609-1671-2-E
OSMAN-Sözeri-1030525719-1,335-6617-1672-2-E
YILDIZ-Adan-1030525498-1,331-6624-1673-2-K
ENES-Kaya -1030525140-1,33-6625-1674-2-E
HÜMEYRA-Mayhoş-1030526576-1,329-6629-1675-2-K
VEYSEL-Aşıkoğlu-1030527332-1,329-6630-1676-2-E
GÜLNAZ-Ilıcalı-1030525706-1,324-6638-1677-2-K
EBRU-Ertürk-1030527066-1,324-6639-1678-2-K
HABİBE-Kasapoğlu-1030527086-1,324-6640-1679-2-K
SELİM-Polat-1030525613-1,321-6647-1680-2-E
İLYA-Akışık-1030526294-1,32-6650-1681-2-K
SEMİHA-Akgül-1030527232-1,32-6651-1682-2-K
FEYZA-Arıcan-1030525058-1,319-6654-1683-2-K
METEHAN-Sözeri-1030525747-1,317-6656-1684-2-E
CANSEL-Çörekçi-1030525410-1,314-6667-1685-2-K
BEGÜM-Eronat-1030527434-1,312-6674-1686-2-K
MURAT-Arıcan-1030525542-1,308-6687-1687-2-E
MELEK-Adıvar-1030525454-1,307-6691-1688-2-K
SENEM-Yetkiner-1030526603-1,307-6692-1689-2-K
SÜHEYLA-Bademci-1030525172-1,303-6704-1690-2-K
RÜMEYSA-Beşerler-1030525856-1,297-6716-1691-2-K
CEM-Akgül-1030526493-1,297-6717-1692-2-E
CÜNEYT-Karaböcek-1030526908-1,297-6718-1693-2-E
DOĞUKAN-Pekkan-1030526356-1,295-6720-1694-2-E
SEMA-Kavaklıoğlu-1030525471-1,294-6724-1695-2-K
YASEMİN-Yalçın-1030525543-1,291-6729-1696-2-K
DİDEM-Doğan -1030526542-1,291-6730-1697-2-K
HİKMET-Demirbaş-1030525138-1,287-6739-1698-2-E
CUMA-Adal-1030525842-1,287-6740-1699-2-E
BERKAN-Çamdalı-1030526589-1,287-6741-1700-2-E
GÖKHAN-Ertürk-1030527095-1,286-6744-1701-2-E
YÜSRA-Alyanak-1030525457-1,285-6748-1702-2-K
ELİF-Adan-1030525975-1,285-6749-1703-2-K
GÖKÇEN-Tekelioğlu-1030526698-1,283-6752-1704-2-K
DİLRUBA-Kunter-1030526709-1,281-6755-1705-2-K
NERGİS-Sinanoğlu-1030525791-1,28-6757-1706-2-K
ERSİN-Uluhan-1030527294-1,28-6758-1707-2-E
SENEM-Orbay-1030527303-1,28-6759-1708-2-K
SİNEM-Atan-1030527262-1,277-6765-1709-2-K
EMRE-Pektemek-1030526040-1,276-6767-1710-2-E
MELİKE-Tokatlıoğlu-1030525810-1,275-6771-1711-2-K
ESMA-Gümüşpala-1030526200-1,274-6773-1712-2-K
ŞULE-Çevik-1030525416-1,271-6780-1713-2-K
MELODİ-Çörekçi-1030525849-1,271-6781-1714-2-K
ÖMER-Erbulak-1030526165-1,271-6782-1715-2-E
GÜLNİHAL-Karaböcek-1030527330-1,271-6783-1716-2-K
ÖZKAN-Demirbaş-1030526915-1,27-6784-1717-2-E
BUSE-Karabulut-1030526676-1,268-6791-1718-2-K
HAZİM-Süleymanoğlu-1030525126-1,264-6797-1719-2-E
KAAN-Hamzaoğlu-1030526520-1,264-6798-1720-2-E
KEREM-Ilıcalı-1030526936-1,262-6801-1721-2-E
TAYFUR-Bademci-1030527109-1,262-6802-1722-2-E
PINAR-Özbey-1030525822-1,261-6805-1723-2-K
FATİH-Yazıcı-1030525524-1,259-6811-1724-2-E
CANSEL-Doğan -1030526888-1,258-6814-1725-2-K
HALİL-Günday-1030527177-1,258-6815-1726-2-E
FATİH-Berberoğlu-1030526940-1,257-6816-1727-2-E
TUNA-Ertürk-1030525695-1,254-6822-1728-2-E
CEYLAN-Aşıkoğlu-1030527371-1,253-6825-1729-2-K
DENİZ-Babacan-1030526473-1,25-6834-1730-2-E
BUSE-Adan-1030527449-1,25-6835-1731-2-K
DİLEK-Gönültaş-1030526239-1,249-6839-1732-2-K
FURKAN-Kunt-1030527051-1,247-6842-1733-2-E
TEVFİK-Tunaboylu-1030525399-1,246-6844-1734-2-E
NERGİS-Baykam-1030526075-1,245-6848-1735-2-K
ENİSE-Doğan -1030526969-1,244-6849-1736-2-K
BAŞARAN-Akbulut-1030526123-1,242-6856-1737-2-E
NURAN-Ilıcalı-1030525768-1,24-6858-1738-2-K
SENEM-Kaya -1030526354-1,24-6859-1739-2-K
YUNUSHAN-Arıcan-1030527264-1,239-6862-1740-2-E
ASLI-Tokatlıoğlu-1030527020-1,23-6874-1741-2-K
ALİ-Elçiboğa-1030525054-1,228-6878-1742-2-E
ORHAN-Tuğlu-1030526270-1,228-6879-1743-2-E
ALİME-Aclan-1030526046-1,226-6881-1744-2-K
SEDA-Başoğlu-1030525826-1,223-6888-1745-2-K
PINAR-Abadan-1030527178-1,223-6889-1746-2-K
ERKAN-Çetiner-1030525487-1,221-6893-1747-2-E
HİKMET-Demirbaş-1030525252-1,219-6898-1748-2-E
MERAL-Koçoğlu-1030526212-1,219-6899-1749-2-K
GÖKHAN-Baykam-1030525282-1,218-6901-1750-2-E
ENES-Sözeri-1030526292-1,218-6902-1751-2-E
DİLEK-Doğan -1030527008-1,218-6903-1752-2-K
MEMDUH-Çörekçi-1030525033-1,215-6907-1753-2-E
İPEK-Avan-1030526529-1,215-6908-1754-2-K
BERKAN-Erdoğan-1030526530-1,21-6915-1755-2-E
CENGİZ-Çevik-1030527005-1,21-6916-1756-2-E
ASLI-Tuğluk-1030526332-1,208-6921-1757-2-K
HALİL-Paksüt-1030525556-1,206-6927-1758-2-E
FATMA-Ayverdi-1030525607-1,203-6937-1759-2-K
ESRA-Samancı-1030527288-1,203-6938-1760-2-K
SİNEM-Ekşioğlu-1030525001-1,202-6941-1761-2-K
HAKAN-Atakol-1030526519-1,199-6947-1762-2-E
ORHAN-Erbulak-1030526547-1,186-6969-1763-2-E
NAZİK-Eronat-1030526438-1,185-6975-1764-2-K
GÖKHAN-Yıldırım -1030525024-1,184-6978-1765-2-E
ASLIHAN-Atakol-1030526819-1,183-6980-1766-2-K
DEMET-Elçiboğa-1030526395-1,179-6983-1767-2-K
SEFA-Kılıççı-1030527368-1,179-6984-1768-2-E
BURHAN-Kunter-1030526365-1,174-6997-1769-2-E
MELODİ-Avan-1030525867-1,173-7000-1770-2-K
GONCA-Aykaç-1030526797-1,166-7014-1771-2-K
FERDANE-Önür-1030526318-1,164-7021-1772-2-K
AHENK-Alnıaçık-1030525531-1,162-7024-1773-2-K
SEFA-Erginsoy-1030525361-1,153-7048-1774-2-E
BAYRAM-Kaplangı-1030526407-1,152-7051-1775-2-E
SELÇUK-Adan-1030526751-1,152-7052-1776-2-E
AYFER-Kılıççı-1030525125-1,149-7059-1777-2-K
HALİME-Tokatlıoğlu-1030525122-1,147-7063-1778-2-K
HAYAL-Sezek-1030525197-1,147-7064-1779-2-K
HACI-Paksüt-1030526765-1,147-7065-1780-2-E
HAZAN-Süleymanoğlu-1030527009-1,147-7066-1781-2-K
DENİZ-Durak -1030525515-1,144-7070-1782-2-K
BEKİR-Elmastaşoğlu-1030527151-1,144-7071-1783-2-E
FAZIL-Mayhoş-1030525277-1,142-7074-1784-2-E
SÜMEYRA-Kocabıyık-1030525662-1,142-7075-1785-2-K
CENGİZ-Bakırcıoğlu-1030526479-1,141-7078-1786-2-E
ESRA-Erbulak-1030525888-1,129-7098-1787-2-K
GÜRBÜZ-Orbay-1030526750-1,127-7101-1788-2-E
