GAMZE-Özbir-1030524731-4-1-1-3-K
CANSEL-Polat-1030522756-3,999-3-2-3-K
GÜLNİHAL-Alyanak-1030523997-1,814-5424-1343-3-K
SÜHEYLA-Mayhoş-1030522527-1,812-5428-1344-3-K
NAZ-Tokatlıoğlu-1030522847-1,807-5433-1345-3-K
SİNAN-Yıldızoğlu-1030524737-1,804-5442-1346-3-E
FAİK-Hakyemez-1030524821-1,804-5443-1347-3-E
ESRA-Akgül-1030523424-1,8-5452-1348-3-K
MEHMET-Keçeci-1030523990-1,798-5453-1349-3-E
ERTUĞRUL-Arslanoğlu-1030522763-1,797-5454-1350-3-E
GONCA-Yıldırım -1030522873-1,796-5456-1351-3-K
ESMA-Yılmazer-1030523680-1,796-5457-1352-3-K
EYŞAN-Aydan-1030524587-1,794-5461-1353-3-K
ESMA-Yalçın-1030523020-1,79-5468-1354-3-K
AYŞENUR-Adal-1030523456-1,79-5469-1355-3-K
KADİR-Tahincioğlu-1030524901-1,79-5470-1356-3-E
HALDUN-Numanoğlu-1030524833-1,789-5474-1357-3-E
HALE-Duygulu-1030523246-1,788-5475-1358-3-K
TAYFUN-Orbay-1030523637-1,788-5476-1359-3-E
İLKNUR-Velioğlu-1030523429-1,787-5480-1360-3-K
NECLA-Egeli-1030523621-1,786-5485-1361-3-K
DOĞAN-Keçeci-1030524866-1,786-5486-1362-3-E
EBRU-Bolatlı-1030523049-1,784-5492-1363-3-K
ERTAN-Kurutluoğlu-1030523793-1,78-5499-1364-3-E
EREN-Çevik-1030523284-1,779-5503-1365-3-E
NAZ-Okur-1030524066-1,779-5504-1366-3-K
ABDULLAH-Arıcan-1030524804-1,776-5508-1367-3-E
GİZEM-Orbay-1030523745-1,773-5515-1368-3-K
KADİR-Tuğluk-1030523322-1,772-5517-1369-3-E
GİZEM-Sözeri-1030523846-1,769-5525-1370-3-K
GÖKHAN-Babacan-1030523586-1,768-5526-1371-3-E
FATMA-Yalçın-1030523835-1,766-5529-1372-3-K
ECENUR-Elmastaşoğlu-1030523193-1,764-5534-1373-3-K
ATAKAN-Menemencioğlu-1030524454-1,76-5546-1374-3-E
AYŞEGÜL-Atakol-1030522668-1,759-5551-1375-3-K
DİLAY-Kunt-1030524173-1,758-5552-1376-3-K
FATİH-Gönültaş-1030522501-1,757-5554-1377-3-E
HAKAN-Kocabıyık-1030522998-1,757-5555-1378-3-E
TAHSİN-Avan-1030523439-1,755-5559-1379-3-E
HANDE-Limoncuoğlu-1030523587-1,754-5562-1380-3-K
FADİME-Kıraç -1030522810-1,752-5564-1381-3-K
CANAN-Dağlaroğlu-1030522573-1,746-5577-1382-3-K
ENES-Gümüşpala-1030523675-1,745-5581-1383-3-E
SULTAN-Özdoğan-1030523968-1,745-5582-1384-3-K
ESAT-Demirel-1030523083-1,743-5587-1385-3-E
NURAN-Özbey-1030523884-1,743-5588-1386-3-K
CANAN-Öztuna-1030522543-1,742-5593-1387-3-K
SEVDE-Ilıcalı-1030523717-1,742-5594-1388-3-K
DOĞUKAN-Uluhan-1030524262-1,742-5595-1389-3-E
DEFNE-Tekelioğlu-1030524227-1,741-5598-1390-3-K
MUHAMMED-Kahveci-1030524289-1,738-5610-1391-3-E
EYŞAN-Taşçı-1030522918-1,734-5618-1392-3-K
CANTEKİN-Ekici-1030522514-1,732-5624-1393-3-E
CAFER-Körmükçü-1030522683-1,727-5635-1394-3-E
MECNUN-Yorulmaz-1030522791-1,727-5636-1395-3-E
AYFER-Küçükler-1030522546-1,726-5638-1396-3-K
ŞEYDA-Arıcan-1030524506-1,725-5641-1397-3-K
ESAT-Okumuş-1030523483-1,724-5644-1398-3-E
ŞEYMA-Sözeri-1030524526-1,724-5645-1399-3-K
ESMA-Arıcan-1030522639-1,723-5648-1400-3-K
SERGEN-Kulaksızoğlu-1030523105-1,722-5650-1401-3-E
MİNE-Gönültaş-1030522804-1,72-5652-1402-3-K
YUNUS-Baturalp-1030522939-1,719-5653-1403-3-E
MELİKE-Ertepınar-1030523265-1,718-5656-1404-3-K
DENİZ-Paksüt-1030524233-1,718-5657-1405-3-E
GÖKÇEN-Polat-1030522928-1,716-5660-1406-3-K
TAHSİN-Özberk-1030522969-1,716-5661-1407-3-E
ÖZGÜR-Bakırcıoğlu-1030523178-1,715-5662-1408-3-E
FİLİZ-Taşlı-1030522932-1,71-5666-1409-3-K
ATAKAN-Beşerler-1030523162-1,71-5667-1410-3-E
SAİD-Kulaksızoğlu-1030523467-1,709-5669-1411-3-E
BERFİN-Koçyiğit-1030524164-1,709-5670-1412-3-K
LEYLA-Akgül-1030522771-1,707-5672-1413-3-K
NİHAL-Koç-1030524390-1,706-5677-1414-3-K
SEFA-Düşenkalkar-1030523391-1,705-5678-1415-3-E
ALPEREN-Önür-1030523204-1,703-5685-1416-3-E
SEYİT-Erginsoy-1030523564-1,703-5686-1417-3-E
HÜSEYİN-Yetkiner-1030523027-1,702-5690-1418-3-E
AYŞENUR-Kavaklıoğlu-1030524644-1,701-5694-1419-3-K
ÇINAR-Eliçin-1030524132-1,7-5697-1420-3-E
KADRİYE-Ilıcalı-1030524278-1,7-5698-1421-3-K
SAİD-Kunter-1030524660-1,7-5699-1422-3-E
AYFER-Babacan-1030523534-1,698-5703-1423-3-K
DERYA-Demirbaş-1030523288-1,697-5704-1424-3-K
FİDAN-Çetiner-1030523871-1,697-5705-1425-3-K
CANSU-Gümüşpala-1030524075-1,696-5708-1426-3-K
FEYZA-Özbir-1030524009-1,694-5715-1427-3-K
FERDANE-Tütüncü-1030523720-1,689-5723-1428-3-K
PINAR-Sözeri-1030523137-1,687-5729-1429-3-K
EYLÜL-Öymen-1030524853-1,686-5733-1430-3-K
LATİFE-Doğan -1030523015-1,683-5736-1431-3-K
İSMAİL-Alnıaçık-1030524137-1,682-5739-1432-3-E
DİLEK-Kaya -1030523553-1,681-5741-1433-3-K
ÖZKAN-Adıvar-1030524955-1,68-5744-1434-3-E
ÇAĞRI-Aykaç-1030523681-1,679-5745-1435-3-E
TUNA-Bolatlı-1030522852-1,678-5747-1436-3-E
GÖKÇEN-Çörekçi-1030524010-1,672-5760-1437-3-K
DEFNE-Erberk-1030522838-1,669-5768-1438-3-K
MAHMURE-Elçiboğa-1030523151-1,665-5775-1439-3-K
PELİN-Solmaz-1030523908-1,664-5778-1440-3-K
DİLAY-Alyanak-1030522819-1,66-5789-1441-3-K
CAFER-Çetiner-1030523355-1,656-5798-1442-3-E
EMRE-Poçan-1030524040-1,655-5801-1443-3-E
MİHRİBAN-Günday-1030524697-1,653-5804-1444-3-K
FURKAN-Atan-1030523966-1,652-5805-1445-3-E
GÜLNİHAL-Kulaksızoğlu-1030522946-1,649-5808-1446-3-K
TEVFİK-Kahveci-1030522883-1,648-5814-1447-3-E
MİNE-Günday-1030522601-1,646-5819-1448-3-K
GÜLÇİN-Ekici-1030524291-1,643-5826-1449-3-K
ESAT-Karaduman-1030524509-1,641-5831-1450-3-E
CENGİZ-Tüzün-1030524060-1,638-5834-1451-3-E
MİHRİBAN-Adal-1030523057-1,637-5838-1452-3-K
DİLEK-Ayverdi-1030523503-1,637-5839-1453-3-K
EKREM-Topçuoğlu-1030524646-1,637-5840-1454-3-E
HAZİM-Türkdoğan-1030523112-1,636-5842-1455-3-E
NAZ-Babacan-1030524716-1,635-5846-1456-3-K
RECEP-Tokatlıoğlu-1030523259-1,633-5850-1457-3-E
HAZİM-Balcı-1030523393-1,632-5855-1458-3-E
SEZER-Süleymanoğlu-1030522899-1,631-5859-1459-3-E
MÜGE-Ilıcalı-1030523323-1,631-5860-1460-3-K
HÜSAMEDDİN-Atan-1030523828-1,631-5861-1461-3-E
YUSUF-Ekşioğlu-1030523798-1,628-5862-1462-3-E
GÜLDESTE-Berberoğlu-1030524857-1,626-5868-1463-3-K
HANDAN-Kasapoğlu-1030524869-1,622-5874-1464-3-K
İHSAN-Özbey-1030523788-1,62-5877-1465-3-E
UMUT-Solmaz-1030524574-1,618-5882-1466-3-E
ABDULLAH-Kahveci-1030524314-1,615-5890-1467-3-E
SEVİL-Sinanoğlu-1030523520-1,614-5891-1468-3-K
ERSİN-Topaloğlu-1030524247-1,614-5892-1469-3-E
BURHAN-Pektemek-1030523011-1,611-5899-1470-3-E
FERHAN-Başoğlu-1030523159-1,609-5904-1471-3-K
EMRE-Körmükçü-1030524181-1,608-5908-1472-3-E
ÇAĞATAY-Kaya -1030524488-1,607-5909-1473-3-E
CAFER-Aclan-1030524428-1,606-5912-1474-3-E
ŞERİFE-Karaböcek-1030523478-1,604-5917-1475-3-K
CANSU-Önür-1030524446-1,602-5921-1476-3-K
MUSTAFA-Öztonga-1030523370-1,6-5928-1477-3-E
GÜL-Yılmazer-1030523800-1,6-5929-1478-3-K
DENİZ-Çağıran-1030524408-1,596-5935-1479-3-E
BERAT-Ozansoy-1030523243-1,592-5940-1480-3-E
TALHA-Akyürek-1030522713-1,591-5944-1481-3-E
İBRAHİM-Keçeci-1030523167-1,591-5945-1482-3-E
MİNE-Ilıcalı-1030523328-1,589-5949-1483-3-K
BAŞAK-Ilıcalı-1030523926-1,587-5952-1484-3-K
HATİCE-Orbay-1030524656-1,587-5953-1485-3-K
MUHAMMED-Topaloğlu-1030524749-1,586-5957-1486-3-E
ABDURRAHMAN-Atan-1030523955-1,585-5960-1487-3-E
AHU-Berberoğlu-1030523188-1,583-5965-1488-3-K
KALENDER-Gönültaş-1030522503-1,581-5967-1489-3-E
CENGİZ-Türkdoğan-1030524119-1,58-5969-1490-3-E
RECEP-Kıraç -1030523173-1,579-5973-1491-3-E
KALENDER-Türkyılmaz-1030524328-1,579-5974-1492-3-E
MERT-Nalbantoğlu-1030523147-1,576-5982-1493-3-E
HAMZA-Erbulak-1030523819-1,573-5988-1494-3-E
CUMAALİ-Özdoğan-1030523346-1,572-5991-1495-3-E
ADİLE-Kıraç -1030522937-1,571-5994-1496-3-K
İHSAN-Erkekli-1030524303-1,57-5996-1497-3-E
MUHAMMED-Kumcuoğlu-1030524416-1,569-6000-1498-3-E
FERDANE-Tekand-1030523194-1,568-6003-1499-3-K
SIRRI-Velioğlu-1030524047-1,563-6013-1500-3-E
HANDAN-Ertürk-1030523128-1,561-6019-1501-3-K
MÜCAHİD-Adıvar-1030523666-1,561-6020-1502-3-E
YEŞİM-Nalbantoğlu-1030523253-1,559-6024-1503-3-K
BÜŞRA-Mayhoş-1030524938-1,556-6031-1504-3-K
AYSU-Özdenak-1030523157-1,554-6035-1505-3-K
SİBEL-Çetiner-1030523579-1,552-6039-1506-3-K
SEFA-Yeşilkaya-1030524805-1,552-6040-1507-3-E
ORHAN-Arslanoğlu-1030522959-1,55-6049-1508-3-E
CAFE-Erginsoy-1030524835-1,55-6050-1509-3-E
ERKAN-Tanrıkulu-1030524995-1,548-6057-1510-3-E
BERAT-Kocabıyık-1030524469-1,547-6059-1511-3-E
HALUK-Özdoğan-1030524490-1,546-6061-1512-3-E
MELİKE-Kıraç -1030524768-1,544-6065-1513-3-K
ERTAN-Keçeci-1030524577-1,541-6073-1514-3-E
KÜRŞAD-Alyanak-1030524056-1,54-6076-1515-3-E
FAİK-Ayaydın-1030524207-1,54-6077-1516-3-E
SERDAR-Erginsoy-1030523939-1,539-6081-1517-3-E
TUĞRAN-Yalçın-1030524738-1,536-6086-1518-3-E
FERDANE-Ekici-1030524255-1,533-6091-1519-3-K
RAMAZAN-Öztuna-1030524245-1,531-6095-1520-3-E
CAN-Ayverdi-1030523860-1,53-6097-1521-3-E
UĞUR-Topçuoğlu-1030524310-1,529-6100-1522-3-E
CANAN-Özbir-1030524658-1,527-6104-1523-3-K
FİLİZ-Ertürk-1030522698-1,526-6106-1524-3-K
MURAT-Çörekçi-1030524705-1,525-6111-1525-3-E
BURHAN-Ayverdi-1030524747-1,525-6112-1526-3-E
İPEK-Önür-1030523164-1,524-6116-1527-3-K
RABİA-Türkyılmaz-1030523231-1,524-6117-1528-3-K
EYÜP-Karadaş-1030523969-1,524-6118-1529-3-E
VEYSEL-Oraloğlu-1030524396-1,522-6121-1530-3-E
GÖNÜL-Velioğlu-1030522564-1,519-6129-1531-3-K
FAZLI-Özbey-1030524622-1,519-6130-1532-3-E
NECLA-Dizdar -1030523874-1,517-6133-1533-3-K
HAMZA-Menemencioğlu-1030523574-1,516-6135-1534-3-E
ÇETİN-Kunter-1030523127-1,513-6143-1535-3-E
HAKAN-Aykaç-1030524116-1,512-6147-1536-3-E
GÜLNAZ-Dağdaş-1030524592-1,507-6157-1537-3-K
FERDA-Özberk-1030523786-1,504-6165-1538-3-K
KÜRŞAD-Doğan -1030523048-1,5-6171-1539-3-E
ÇINAR-Kahveci-1030523003-1,499-6176-1540-3-E
NİHAL-Ekşioğlu-1030523210-1,497-6183-1541-3-K
AHU-Orbay-1030524332-1,497-6184-1542-3-K
KADRİYE-Özgörkey-1030524961-1,497-6185-1543-3-K
BERRE-Tütüncü-1030524121-1,494-6194-1544-3-K
HAYAL-Kurutluoğlu-1030523278-1,493-6197-1545-3-K
SIRRI-Avan-1030523841-1,493-6198-1546-3-E
TUNA-Özdoğan-1030524616-1,489-6209-1547-3-E
ŞEYDA-Nebioğlu-1030523161-1,487-6217-1548-3-K
METEHAN-Duygulu-1030524896-1,487-6218-1549-3-E
EMİNE-Akbulut-1030522808-1,486-6221-1550-3-K
HALİME-Erçetin-1030524107-1,486-6222-1551-3-K
FERHAN-Çatalbaş-1030524215-1,482-6232-1552-3-K
MEHTAP-Bakırcıoğlu-1030523481-1,48-6235-1553-3-K
ENES-Topçuoğlu-1030523532-1,48-6236-1554-3-E
DURAN-Demirel-1030522783-1,479-6238-1555-3-E
TAYFUN-Çamdalı-1030523186-1,478-6240-1556-3-E
CİVAN-Elmastaşoğlu-1030523929-1,477-6245-1557-3-E
BAHADIR-Ağaoğlu-1030524800-1,477-6246-1558-3-E
EFEKAN-Erbulak-1030522948-1,474-6257-1559-3-E
HİLAL-Adıvar-1030524242-1,473-6258-1560-3-K
İPEK-Aşıkoğlu-1030522642-1,472-6259-1561-3-K
VEHBİ-Öztonga-1030524567-1,471-6262-1562-3-E
MİHRİBAN-Kunt-1030524498-1,469-6265-1563-3-K
NERGİS-Özkara-1030524235-1,467-6273-1564-3-K
GÖKHAN-Ekici-1030524770-1,465-6276-1565-3-E
EYÜP-Limoncuoğlu-1030522863-1,464-6279-1566-3-E
SERGEN-Başoğlu-1030524502-1,46-6287-1567-3-E
BAHADIR-Dalkıran-1030522624-1,458-6293-1568-3-E
MELİKE-Tunçeri-1030523451-1,457-6295-1569-3-K
HATİCE-Günday-1030523662-1,456-6296-1570-3-K
ÇINAR-Dalkıran-1030524702-1,456-6297-1571-3-E
EFE-Solmaz-1030522692-1,453-6305-1572-3-E
NURAN-Aşıkoğlu-1030523059-1,452-6308-1573-3-K
KADRİYE-Karadaş-1030524954-1,452-6309-1574-3-K
ŞEYMANUR-Tokatlıoğlu-1030524000-1,45-6314-1575-3-K
MAHMUT-Çatalbaş-1030524827-1,449-6318-1576-3-E
AYŞEGÜL-Hamzaoğlu-1030523403-1,448-6321-1577-3-K
AYŞEGÜL-Bolatlı-1030524852-1,446-6326-1578-3-K
NAZİK-Tunçeri-1030523327-1,445-6329-1579-3-K
MUSTAFA-Babacan-1030522761-1,442-6333-1580-3-E
SÜMEYRA-Polat-1030523952-1,442-6334-1581-3-K
ŞEVVAL-Arslanoğlu-1030524275-1,442-6335-1582-3-K
EYLÜL-Karadaş-1030523831-1,439-6341-1583-3-K
DİLAY-Aykaç-1030523748-1,437-6347-1584-3-K
AYŞEGÜL-Özberk-1030524035-1,435-6355-1585-3-K
TAHA-Mayhoş-1030522656-1,434-6357-1586-3-E
UMUT-Mayhoş-1030523791-1,431-6366-1587-3-E
SEVİL-Tuğlu-1030524149-1,431-6367-1588-3-K
KEMAL-Yetkiner-1030524133-1,419-6389-1589-3-E
SAİD-Uluhan-1030523597-1,418-6393-1590-3-E
BUĞRA-Tekelioğlu-1030523289-1,415-6398-1591-3-E
RÜMEYSA-Erdoğan-1030523614-1,415-6399-1592-3-K
GÖKHAN-Evliyaoğlu-1030524445-1,413-6404-1593-3-E
ÇAĞRI-Özdoğan-1030523090-1,412-6410-1594-3-E
HÜSEYİN-Balaban-1030523281-1,412-6411-1595-3-E
BUĞRA-Tütüncü-1030524475-1,409-6418-1596-3-E
AÇELYA-Sözeri-1030524604-1,408-6422-1597-3-K
TUĞBA-Babaoğlu-1030524753-1,407-6426-1598-3-K
RESUL-Küçükler-1030523271-1,406-6427-1599-3-E
İNCİ-Aclan-1030523297-1,402-6439-1600-3-K
BEGÜM-Ayverdi-1030524166-1,401-6442-1601-3-K
TOPRAK-Özgörkey-1030524620-1,401-6443-1602-3-E
HALİME-Önür-1030524892-1,401-6444-1603-3-K
ŞEYDA-Tunaboylu-1030524510-1,4-6446-1604-3-K
EFE-Baturalp-1030524457-1,395-6456-1605-3-E
SEVDE-Yalçın-1030523122-1,394-6460-1606-3-K
CÜNEYT-Kumcuoğlu-1030523758-1,394-6461-1607-3-E
ARİF-Kutlay-1030522559-1,387-6472-1608-3-E
GÜLÇİN-Akay-1030523073-1,386-6476-1609-3-K
EMİNE-Kulaksızoğlu-1030524696-1,383-6483-1610-3-K
AYŞE-Atakol-1030524452-1,382-6488-1611-3-K
DEMET-Aykaç-1030522684-1,381-6490-1612-3-K
CANSEL-Velioğlu-1030523062-1,378-6497-1613-3-K
EMİNE-Erdoğan-1030523688-1,376-6504-1614-3-K
MEHMET-Ertürk-1030523942-1,376-6505-1615-3-E
DENİZ-Önür-1030524249-1,376-6506-1616-3-E
FERİHA-Ayverdi-1030522509-1,371-6523-1617-3-K
MÜCAHİD-Velioğlu-1030522876-1,37-6526-1618-3-E
İREM-Kuday-1030523880-1,37-6527-1619-3-K
MİRAY-Duygulu-1030523029-1,368-6529-1620-3-K
AÇELYA-Durak -1030524484-1,368-6530-1621-3-K
KADRİYE-Tokatlıoğlu-1030523522-1,364-6543-1622-3-K
BATUHAN-Mertoğlu-1030523976-1,362-6547-1623-3-E
ALİSA-Topaloğlu-1030524191-1,36-6551-1624-3-K
AYÇA-Avan-1030523716-1,359-6555-1625-3-K
TOPRAK-Velioğlu-1030524507-1,359-6556-1626-3-E
EMİR-Numanoğlu-1030524986-1,358-6558-1627-3-E
CANSU-Kasapoğlu-1030522545-1,356-6563-1628-3-K
MERT-Atakol-1030524884-1,352-6569-1629-3-E
NURULLAH-Ağaoğlu-1030523074-1,35-6572-1630-3-E
UĞUR-Koçyiğit-1030523827-1,35-6573-1631-3-E
MURAT-Tuğlu-1030523752-1,348-6578-1632-3-E
ABDURRAHMAN-Babaoğlu-1030523843-1,348-6579-1633-3-E
GÜNER-Adıvar-1030524134-1,348-6580-1634-3-K
AYSU-Tokgöz-1030524988-1,343-6595-1635-3-K
MEMDUH-Poyrazoğlu-1030522679-1,337-6612-1636-3-E
YAHYA-Adıvar-1030523337-1,337-6613-1637-3-E
SAMİ-Egeli-1030523377-1,337-6614-1638-3-E
NİMET-Topaloğlu-1030524542-1,333-6619-1639-3-K
CÜNEYT-Çağıran-1030524785-1,332-6622-1640-3-E
MELEK-Doğan -1030523330-1,329-6627-1641-3-K
MİNE-Durak -1030523453-1,329-6628-1642-3-K
DİLRUBA-Ilıcalı-1030523584-1,325-6636-1643-3-K
ESEN-Abadan-1030524556-1,324-6637-1644-3-K
İPEK-Akbulut-1030523363-1,321-6645-1645-3-K
DEMET-Sadıklar-1030523922-1,321-6646-1646-3-K
NAZİK-Atan-1030524439-1,319-6653-1647-3-K
HAKKI-Kıraç -1030524726-1,314-6666-1648-3-E
SİNAN-Dalkıran-1030524491-1,312-6673-1649-3-E
DOĞAN-Ayaydın-1030524849-1,311-6676-1650-3-E
SELÇUK-Yıldızoğlu-1030523449-1,31-6680-1651-3-E
ANIL-Doğan -1030524231-1,309-6682-1652-3-E
HALUK-Mayhoş-1030524345-1,309-6683-1653-3-E
HÜSEYİN-Sarıoğlu-1030524595-1,309-6684-1654-3-E
CÜNEYT-Alnıaçık-1030524505-1,307-6690-1655-3-E
ÇAĞRI-Karadaş-1030523876-1,304-6699-1656-3-E
İHSAN-Çetin-1030523242-1,303-6703-1657-3-E
ÇAĞLAR-Pekkan-1030523653-1,302-6707-1658-3-E
İLYA-Avan-1030524257-1,301-6709-1659-3-K
BEGÜM-Doğan -1030524143-1,299-6712-1660-3-K
İDİL-Karaduman-1030524972-1,297-6715-1661-3-K
ENES-Kunter-1030524663-1,293-6725-1662-3-E
AHSEN-Duygulu-1030524228-1,291-6728-1663-3-K
MUSTAFA-Türkyılmaz-1030523450-1,288-6736-1664-3-E
HATİCE-Taşçı-1030523660-1,286-6743-1665-3-K
CANER-Beşerler-1030523708-1,285-6746-1666-3-E
ÖMER-Tahincioğlu-1030523742-1,285-6747-1667-3-E
EFE-Küçükler-1030523367-1,282-6754-1668-3-E
GÖKÇEN-Solmaz-1030523826-1,274-6772-1669-3-K
MELİKE-Yetkiner-1030524435-1,273-6775-1670-3-K
FAHRİ-Ertürk-1030524146-1,272-6777-1671-3-E
KEMAL-Düşenkalkar-1030522588-1,271-6778-1672-3-E
GÜRBÜZ-Akman-1030524282-1,271-6779-1673-3-E
SEFA-Kavaklıoğlu-1030524811-1,269-6787-1674-3-E
İBRAHİM-Hamzaoğlu-1030523430-1,268-6790-1675-3-E
EMRULLAH-Sadıklar-1030524689-1,265-6796-1676-3-E
İREM-Aykaç-1030522502-1,262-6800-1677-3-K
MURAT-Alpuğan-1030523434-1,252-6827-1678-3-E
BAHADIR-Ilıcalı-1030524829-1,251-6831-1679-3-E
SÜMEYYE-Yıldırım -1030522748-1,25-6832-1680-3-K
SAMET-Kılıççı-1030524170-1,25-6833-1681-3-E
MELEK-Ayverdi-1030524418-1,249-6838-1682-3-K
FAZIL-Tekand-1030523879-1,246-6843-1683-3-E
İNCİ-Babacan-1030524364-1,245-6845-1684-3-K
ESRA-Denkel-1030524447-1,245-6846-1685-3-K
ESAT-Dağdaş-1030524998-1,245-6847-1686-3-E
CUMAALİ-Akbulut-1030523448-1,242-6854-1687-3-E
MİNE-Özdoğan-1030523679-1,242-6855-1688-3-K
CANSU-Kurutluoğlu-1030524494-1,236-6865-1689-3-K
BAYRAM-Polat-1030524123-1,235-6868-1690-3-E
MÜGE-Ayaydın-1030523625-1,234-6870-1691-3-K
SEZER-Küçükler-1030524891-1,233-6872-1692-3-E
FADİME-Körmükçü-1030523878-1,228-6877-1693-3-K
ENİSE-Ilıcalı-1030524653-1,227-6880-1694-3-K
BERRE-Erberk-1030524904-1,224-6886-1695-3-K
FATİH-Akman-1030522538-1,222-6891-1696-3-E
MAHMUT-Yalçın-1030522787-1,22-6895-1697-3-E
SEYYİD-Aşıkoğlu-1030524154-1,22-6896-1698-3-E
SELİM-Kaya -1030522535-1,218-6900-1699-3-E
CENGİZ-Karadaş-1030523598-1,213-6910-1700-3-E
CANSU-Ertürk-1030523932-1,213-6911-1701-3-K
FERDANE-Hamzaoğlu-1030522951-1,211-6912-1702-3-K
BERAT-Sadıklar-1030524890-1,209-6920-1703-3-E
GÜRBÜZ-Alnıaçık-1030522597-1,207-6923-1704-3-E
FURKAN-Yıldırım -1030522889-1,207-6924-1705-3-E
TAYFUR-Oraloğlu-1030524476-1,207-6925-1706-3-E
SULTAN-Nebioğlu-1030523120-1,205-6931-1707-3-K
MUHAMMED-Baturalp-1030524030-1,203-6936-1708-3-E
ABDURRAHMAN-Atan-1030523114-1,202-6940-1709-3-E
HÜSAMEDDİN-Yılmazer-1030523097-1,201-6943-1710-3-E
DİLBERAYELA-Aykaç-1030524301-1,198-6949-1711-3-K
BÜLENT-Yılmazer-1030523170-1,197-6951-1712-3-E
ALİ-Kahveci-1030524218-1,197-6952-1713-3-E
KADRİYE-Gönültaş-1030522846-1,194-6955-1714-3-K
FAZIL-Kahveci-1030523593-1,193-6956-1715-3-E
PERİHAN-Elmastaşoğlu-1030524384-1,193-6957-1716-3-K
GİZEM-Erbulak-1030522565-1,19-6960-1717-3-K
İHSAN-Hamzaoğlu-1030523152-1,188-6965-1718-3-E
NERGİS-Kaya -1030523082-1,185-6973-1719-3-K
ANIL-Karabulut-1030523172-1,185-6974-1720-3-E
MEMDUH-Nebioğlu-1030524313-1,184-6977-1721-3-E
ŞULE-Akar -1030524704-1,177-6988-1722-3-K
MECNUN-Bademci-1030522523-1,176-6990-1723-3-E
RESUL-Alpuğan-1030524369-1,172-7003-1724-3-E
SEYİT-Akman-1030524482-1,171-7004-1725-3-E
SEMA-Tanrıkulu-1030522772-1,17-7007-1726-3-K
ÇETİN-Özkök -1030524272-1,17-7008-1727-3-E
GÜNER-Barbarosoğlu-1030523825-1,168-7012-1728-3-K
KAAN-Yeşilkaya-1030524062-1,167-7013-1729-3-E
SAMET-Topçuoğlu-1030523305-1,165-7016-1730-3-E
YELİZ-Polat-1030523405-1,165-7017-1731-3-K
ÇİLAY-Akyürek-1030524971-1,165-7018-1732-3-K
EMRULLAH-Keseroğlu-1030524064-1,16-7031-1733-3-E
SEVİL-Tunçeri-1030523374-1,158-7033-1734-3-K
İPEK-Oraloğlu-1030523963-1,157-7036-1735-3-K
CUMA-Atan-1030524115-1,157-7037-1736-3-E
AKIN-Atakol-1030524626-1,157-7038-1737-3-E
ARİF-Erginsoy-1030523703-1,156-7040-1738-3-E
HÜSAMEDDİN-Özgörkey-1030523806-1,156-7041-1739-3-E
EDA-Karadaş-1030524097-1,156-7042-1740-3-K
HATİCE-Tekelioğlu-1030524333-1,154-7045-1741-3-K
ERDEM-Özberk-1030523623-1,153-7047-1742-3-E
ASLIM-Tunçeri-1030522769-1,151-7055-1743-3-K
GÖKÇEN-Tanrıkulu-1030522805-1,149-7058-1744-3-K
ERTAN-Poyrazoğlu-1030522671-1,147-7062-1745-3-E
SULTAN-Numanoğlu-1030523644-1,142-7073-1746-3-K
TAHA-Koç-1030524994-1,141-7077-1747-3-E
MELEK-Arıcan-1030524885-1,138-7084-1748-3-K
SAMET-Öymen-1030522697-1,137-7085-1749-3-E
HAYAT-Özbey-1030523658-1,137-7086-1750-3-K
SULTAN-Akyürek-1030523754-1,137-7087-1751-3-K
HAZAN-Paksüt-1030524563-1,137-7088-1752-3-K
BEKİR-Kılıççı-1030523041-1,132-7094-1753-3-E
GÜLDİDE-Sözeri-1030524017-1,125-7107-1754-3-K
AHU-Elmastaşoğlu-1030522607-1,124-7110-1755-3-K
ÖMER-Tokatlıoğlu-1030524529-1,124-7111-1756-3-E
ASLI-Limoncuoğlu-1030523938-1,123-7114-1757-3-K
UTKU-Egeli-1030522764-1,122-7117-1758-3-E
KÜBRA-Oraloğlu-1030523334-1,121-7120-1759-3-K
ÖZGÜR-Çamdalı-1030523768-1,121-7121-1760-3-E
BEKİR-Dalkıran-1030524617-1,121-7122-1761-3-E
ANIL-Sadıklar-1030524643-1,119-7125-1762-3-E
MİNE-Karaböcek-1030524044-1,116-7129-1763-3-K
SULTAN-Bakırcıoğlu-1030524450-1,116-7130-1764-3-K
CİVAN-Yalçın-1030523237-1,113-7138-1765-3-E
HANDE-Yıldırım -1030523426-1,111-7142-1766-3-K
NAZLI-Ilıcalı-1030523488-1,111-7143-1767-3-K
DİLAVER-Erginsoy-1030524424-1,109-7147-1768-3-E
YILDIZ-Menemencioğlu-1030524381-1,108-7150-1769-3-K
FERHAN-Tanrıkulu-1030523032-1,105-7154-1770-3-K
HAKAN-Kasapoğlu-1030523799-1,105-7155-1771-3-E
İSMAİL-Köybaşı-1030522938-1,104-7157-1772-3-E
FAHRİ-Yılmazer-1030523740-1,103-7161-1773-3-E
AFŞIN-Paksüt-1030524838-1,1-7168-1774-3-E
HAZİM-Akay-1030524532-1,098-7173-1775-3-E
